poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,days before election,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,party,answer,candidate_id,candidate_name,pct,error,Two party %,,Actual 2 party
56721,1416,HarrisX,747,Auto Alliance,HarrisX,133,Harris Insights & Analytics,B+,Online,Montana,10/29/2018,11/2/2018,4,,,,91365,500,lv,,lv,TRUE,https://www.alliancenrfpoll.com/,538,FALSE,,110,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Tester,11140,Jon Tester,49.5,-0.02357549234,0.5415754923,51.8,0.518
56690,1416,HarrisX,747,Auto Alliance,HarrisX,133,Harris Insights & Analytics,B+,Online,Montana,10/28/2018,11/1/2018,5,,,,91304,500,lv,,lv,TRUE,https://www.alliancenrfpoll.com/,538,FALSE,,110,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Tester,11140,Jon Tester,48.8,-0.01826373626,0.5362637363,51.8,0.518
73032,1416,HarrisX,747,Auto Alliance,HarrisX,133,Harris Insights & Analytics,B+,Online,Montana,10/26/2018,11/1/2018,5,,,,136965,700,lv,,lv,TRUE,https://www.alliancenrfpoll.com/,538,FALSE,,110,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Tester,11140,Jon Tester,49,-0.02046153846,0.5384615385,51.8,0.518
56655,1416,HarrisX,747,Auto Alliance,HarrisX,133,Harris Insights & Analytics,B+,Online,Montana,10/27/2018,10/31/2018,6,,,,91241,500,lv,,lv,TRUE,https://www.alliancenrfpoll.com/,538,FALSE,,110,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Tester,11140,Jon Tester,48.5,-0.01909856035,0.5370985604,51.8,0.518
73033,1416,HarrisX,747,Auto Alliance,HarrisX,133,Harris Insights & Analytics,B+,Online,Montana,10/25/2018,10/31/2018,6,,,,136966,700,lv,,lv,TRUE,https://www.alliancenrfpoll.com/,538,FALSE,,110,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Tester,11140,Jon Tester,48,-0.0213258427,0.5393258427,51.8,0.518
56715,1416,HarrisX,747,Auto Alliance,HarrisX,133,Harris Insights & Analytics,B+,Online,Montana,10/24/2018,10/30/2018,7,,,,91356,700,lv,,lv,TRUE,https://www.alliancenrfpoll.com/,538,FALSE,,110,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Tester,11140,Jon Tester,47.8,-0.02579977247,0.5437997725,51.8,0.518
56546,801,Gravis Marketing,,,Gravis Marketing,124,Gravis Marketing,B,Live Phone/Online,Montana,10/24/2018,10/26/2018,11,,,,90981,782,lv,,lv,,https://www.realclearpolitics.com/docs/Gravis_Montana_October_27_2018.pdf,538,FALSE,,110,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Tester,11140,Jon Tester,48,0.001870967742,0.5161290323,51.8,0.518
56483,506,University of Montana,,,University of Montana,499,University of Montana (Big Sky Poll),,,Montana,10/10/2018,10/18/2018,19,,,,90850,533,lv,,lv,,http://www.umt.edu/bigskypoll/Methodology/UMBigSkyPoll-BackgroundMemoPoll2-Fall2018.pdf,538,FALSE,,110,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Tester,11140,Jon Tester,48.9,-0.03958266819,0.5575826682,51.8,0.518
56394,328,MSU - Billings,,,Montana State University Billings,216,Montana State University Billings,B/C,Live Phone,Montana,10/8/2018,10/13/2018,24,,,,90655,471,lv,,lv,,http://www.msubillings.edu/urelations/releases/newsphotos2018/oct/2018%20Montana%20Poll%20report.pdf,538,FALSE,,110,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Tester,11140,Jon Tester,47,-0.03494117647,0.5529411765,51.8,0.518
56378,1472,MSU - Bozeman,1098,Montana Television Network,Montana State University Bozeman,486,Montana State University,,,Montana,9/15/2018,10/6/2018,31,,,,90636,2079,rv,,rv,,http://helpslab.montana.edu/2018SurveyResults.html,538,FALSE,,110,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Tester,11140,Jon Tester,46.2,0.0006427771557,0.5173572228,51.8,0.518
55955,383,PPP,946,Protect Our Care,Public Policy Polling,263,Public Policy Polling,A-,,Montana,9/28/2018,9/28/2018,39,,,,89665,594,v,,v,,https://www.protectourcare.org/wp-content/uploads/2018/09/MontanaResults-Sept-29-2018.pdf,538,FALSE,DEM,110,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Tester,11140,Jon Tester,49,-0.003276595745,0.5212765957,51.8,0.518
55846,801,Gravis Marketing,,,Gravis Marketing,124,Gravis Marketing,B,IVR/Online,Montana,9/19/2018,9/22/2018,45,,,,89414,710,lv,,lv,,https://www.realclearpolitics.com/docs/Gravis_Montana_September_25_2018.pdf,538,FALSE,,110,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Tester,11140,Jon Tester,49,-0.003276595745,0.5212765957,51.8,0.518
54138,1411,Axis Research,27,NRSC,Axis Research,467,Axis Research,,IVR,Montana,9/17/2018,9/19/2018,48,,,,87624,480,lv,,lv,,https://www.washingtonexaminer.com/news/campaigns/montana-senate-race-tied-at-44-percent-in-fresh-republican-poll,538,TRUE,REP,110,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Tester,11140,Jon Tester,44,0.018,0.5,51.8,0.518
55928,57,Benenson,42,AARP,Benenson Strategy Group,30,Benenson Strategy Group,B/C,,Montana,9/6/2018,9/16/2018,51,,,,89615,950,lv,,lv,,https://states.aarp.org/wp-content/uploads/2018/09/AARP-Montana-Voter-Topline-Results-9-2018.pdf,538,FALSE,,110,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Tester,11140,Jon Tester,50,-0.0196344086,0.5376344086,51.8,0.518
54049,568,YouGov,133,CBS News,YouGov,391,YouGov,B+,Online,Montana,9/10/2018,9/14/2018,53,,,,87183,453,lv,,lv,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/8loxdb6jae/cbs_20180916_MT_finalforrelease.pdf,538,FALSE,,110,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Tester,11140,Jon Tester,47,0.007130434783,0.5108695652,51.8,0.518
56088,506,University of Montana,,,University of Montana,499,University of Montana (Big Sky Poll),,,Montana,8/13/2018,8/31/2018,67,,,,89952,466,lv,,lv,,http://www.umt.edu/bigskypoll/Methodology/UMBigSkyPoll-FinalFullResults2018.pdf,538,FALSE,,110,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Tester,11140,Jon Tester,56,-0.1183636364,0.6363636364,51.8,0.518
53777,1418,WPA Intelligence,27,NRSC,WPA Intelligence,383,WPA Intelligence (WPAi),B/C,,Montana,8/20/2018,8/22/2018,76,,,,86414,600,lv,,lv,,https://www.rollcall.com/news/politics/republican-poll-shows-tight-race-for-montana-senate,538,TRUE,REP,110,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Tester,11140,Jon Tester,45,0.02886956522,0.4891304348,51.8,0.518
53679,1056,Remington,,,Remington Research Group,279,Remington Research Group,B,,Montana,7/8/2018,7/10/2018,119,,,,86142,2581,lv,,lv,,https://www.realclearpolitics.com/docs/MT_General_Election_Survey_071118.pdf,538,FALSE,,110,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Tester,11140,Jon Tester,49,0.002210526316,0.5157894737,51.8,0.518
52805,1193,SurveyMonkey,788,Axios,SurveyMonkey,324,SurveyMonkey,C,Online,Montana,6/11/2018,7/2/2018,127,,,,83449,974,rv,,rv,,https://drive.google.com/file/d/1bwnfno7ZxLYIQ_B_Iyu08VXDdBJsGQlR/view,538,FALSE,,110,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Tester,11140,Jon Tester,55,-0.0432244898,0.5612244898,51.8,0.518
52805,1193,SurveyMonkey,788,Axios,SurveyMonkey,324,SurveyMonkey,C,Online,Montana,6/11/2018,7/2/2018,127,,,,86342,944,lv,,lv,,https://drive.google.com/file/d/1aerd3_1pJ276A7rLNRQ_Y3ifiUtSraan/view,538,FALSE,,110,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Tester,11140,Jon Tester,54,-0.03302040816,0.5510204082,51.8,0.518
52805,1193,SurveyMonkey,788,Axios,SurveyMonkey,324,SurveyMonkey,C,Online,Montana,6/11/2018,7/2/2018,127,,,,86343,879,lv,,lv,,https://drive.google.com/file/d/1aerd3_1pJ276A7rLNRQ_Y3ifiUtSraan/view,538,FALSE,,110,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Tester,11140,Jon Tester,54,-0.03302040816,0.5510204082,51.8,0.518
52805,1193,SurveyMonkey,788,Axios,SurveyMonkey,324,SurveyMonkey,C,Online,Montana,6/11/2018,7/2/2018,127,,,,86344,876,lv,,lv,,https://drive.google.com/file/d/1aerd3_1pJ276A7rLNRQ_Y3ifiUtSraan/view,538,FALSE,,110,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Tester,11140,Jon Tester,55,-0.04901030928,0.5670103093,51.8,0.518
52805,1193,SurveyMonkey,788,Axios,SurveyMonkey,324,SurveyMonkey,C,Online,Montana,6/11/2018,7/2/2018,127,,,,86345,974,lv,,lv,,https://drive.google.com/file/d/1aerd3_1pJ276A7rLNRQ_Y3ifiUtSraan/view,538,FALSE,,110,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Tester,11140,Jon Tester,54,-0.03302040816,0.5510204082,51.8,0.518
52805,1193,SurveyMonkey,788,Axios,SurveyMonkey,324,SurveyMonkey,C,Online,Montana,6/11/2018,7/2/2018,127,,,,86346,974,lv,,lv,,https://drive.google.com/file/d/1aerd3_1pJ276A7rLNRQ_Y3ifiUtSraan/view,538,FALSE,,110,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Tester,11140,Jon Tester,54,-0.03302040816,0.5510204082,51.8,0.518
52648,801,Gravis Marketing,,,Gravis Marketing,124,Gravis Marketing,B,,Montana,6/11/2018,6/13/2018,146,,,,83189,469,lv,,lv,,https://www.realclearpolitics.com/docs/Montana_June_19th_2018.pdf,538,FALSE,,110,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Tester,11140,Jon Tester,51,-0.01884210526,0.5368421053,51.8,0.518
56561,788,DFM Research,789,SMART Transportation Division,DFM Research,69,DFM Research,B/C,Live Phone,Nebraska,10/23/2018,10/27/2018,10,,,,90999,683,lv,,lv,,http://www.dfmresearch.com/uploads/Nebraska_STATEWIDE_Survey__2018_Rail.pdf,538,FALSE,DEM,111,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Raybould,11137,Jane Raybould,39,-0.01935483871,0.4193548387,40,0.4
52644,1231,Meeting Street Insights,,,Meeting Street Insights,204,Meeting Street Insights,B/C,,Nebraska,1/24/2018,1/28/2018,282,11136,Deb Fischer,REP,83182,500,lv,,lv,,https://www.rollcall.com/news/gonzales/vulnerable-deb-fischer-nebraska,538,TRUE,REP,111,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Raybould,11137,Jane Raybould,34,0,0.4,40,0.4
52645,383,PPP,,,Public Policy Polling,263,Public Policy Polling,A-,,Nebraska,11/10/2017,11/12/2017,359,11137,Jane Raybould,DEM,83183,1190,v,,v,,https://www.scribd.com/document/364620041/NE-Sen-PPP-D-for-Jane-Raybould-Nov-2017,538,TRUE,DEM,111,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Raybould,11137,Jane Raybould,31,-0.02465753425,0.4246575342,40,0.4
56831,1416,HarrisX,747,Auto Alliance,HarrisX,133,Harris Insights & Analytics,B+,Online,Nevada,11/3/2018,11/5/2018,1,,,,91595,600,lv,,lv,TRUE,https://www.alliancenrfpoll.com/,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,46.9,0.01343169399,0.512568306,52.6,0.526
56800,1416,HarrisX,747,Auto Alliance,HarrisX,133,Harris Insights & Analytics,B+,Online,Nevada,11/2/2018,11/4/2018,2,,,,91544,600,lv,,lv,TRUE,https://www.alliancenrfpoll.com/,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,45.8,0.02871444083,0.4972855592,52.6,0.526
56778,1102,Emerson College Polling Society,,,Emerson College,88,Emerson College,A-,IVR/Online,Nevada,11/1/2018,11/4/2018,2,,,,91491,1197,lv,,lv,,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,49.1,0.00198719317,0.5240128068,52.6,0.526
56752,1416,HarrisX,747,Auto Alliance,HarrisX,133,Harris Insights & Analytics,B+,Online,Nevada,11/1/2018,11/3/2018,3,,,,91438,600,lv,,lv,TRUE,https://www.alliancenrfpoll.com/,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,44.5,0.0364510451,0.4895489549,52.6,0.526
56718,1416,HarrisX,747,Auto Alliance,HarrisX,133,Harris Insights & Analytics,B+,Online,Nevada,10/31/2018,11/2/2018,4,,,,91366,600,lv,,lv,TRUE,https://www.alliancenrfpoll.com/,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,44.4,0.03046428571,0.4955357143,52.6,0.526
56687,1416,HarrisX,747,Auto Alliance,HarrisX,133,Harris Insights & Analytics,B+,Online,Nevada,10/30/2018,11/1/2018,5,,,,91305,600,lv,,lv,TRUE,https://www.alliancenrfpoll.com/,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,43.2,0.04169506726,0.4843049327,52.6,0.526
56723,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,IVR,Nevada,10/29/2018,11/1/2018,5,,,,91369,2587,lv,,lv,,https://drive.google.com/file/d/1rl04xWVpXhigzmKp5NObIfStKQLNPzQa/view,538,FALSE,REP,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,45.6,0.04346031746,0.4825396825,52.6,0.526
73034,1416,HarrisX,747,Auto Alliance,HarrisX,133,Harris Insights & Analytics,B+,Online,Nevada,10/26/2018,11/1/2018,5,,,,136967,1400,lv,,lv,TRUE,https://www.alliancenrfpoll.com/,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,46,0.009146067416,0.5168539326,52.6,0.526
56651,1416,HarrisX,747,Auto Alliance,HarrisX,133,Harris Insights & Analytics,B+,Online,Nevada,10/29/2018,10/31/2018,6,,,,91242,600,lv,,lv,TRUE,https://www.alliancenrfpoll.com/,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,45,0.02544382647,0.5005561735,52.6,0.526
73035,1416,HarrisX,747,Auto Alliance,HarrisX,133,Harris Insights & Analytics,B+,Online,Nevada,10/25/2018,10/31/2018,6,,,,136968,1400,lv,,lv,TRUE,https://www.alliancenrfpoll.com/,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,46,0.009146067416,0.5168539326,52.6,0.526
56712,1416,HarrisX,747,Auto Alliance,HarrisX,133,Harris Insights & Analytics,B+,Online,Nevada,10/24/2018,10/30/2018,7,,,,91357,1400,lv,,lv,TRUE,https://www.alliancenrfpoll.com/,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,45.6,0.009578708947,0.5164212911,52.6,0.526
56601,1361,SSRS,143,CNN,SSRS,297,SSRS,C,Live Phone,Nevada,10/24/2018,10/29/2018,8,,,,91127,807,rv,,rv,,http://cdn.cnn.com/cnn/2018/images/10/31/rel2_nv.pdf,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,44,0.008352941176,0.5176470588,52.6,0.526
56601,1361,SSRS,143,CNN,SSRS,297,SSRS,C,Live Phone,Nevada,10/24/2018,10/29/2018,8,,,,91128,622,lv,,lv,,http://cdn.cnn.com/cnn/2018/images/10/31/rel2_nv.pdf,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,48,0.009870967742,0.5161290323,52.6,0.526
56683,801,Gravis Marketing,,,Gravis Marketing,124,Gravis Marketing,B,Live Phone/Online,Nevada,10/24/2018,10/26/2018,11,,,,91296,773,lv,,lv,,http://orlando-politics.com/wp-content/uploads/2018/11/Nevada-October-27-2018.pdf,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,47,0.01513043478,0.5108695652,52.6,0.526
56414,241,Ipsos,"711,027",Reuters | U. Virginia Center for Politics,Ipsos,154,Ipsos,B-,Online,Nevada,10/12/2018,10/19/2018,18,,,,90684,1137,lv,,lv,,https://www.reuters.com/article/us-usa-election-statepolls/republicans-gain-ground-in-texas-nevada-u-s-senate-races-poll-idUSKCN1MY18D,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,41.2,0.05834960272,0.4676503973,52.6,0.526
56414,241,Ipsos,"711,027",Reuters | U. Virginia Center for Politics,Ipsos,154,Ipsos,B-,Online,Nevada,10/12/2018,10/19/2018,18,,,,90698,2001,a,,a,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/2018_state_topline_-_nevada_final_october.pdf,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,35,0.01875362319,0.5072463768,52.6,0.526
56317,383,PPP,946,Protect Our Care,Public Policy Polling,263,Public Policy Polling,A-,IVR,Nevada,10/15/2018,10/16/2018,21,,,,90515,648,v,,v,,http://www.protectourcare.org/wp-content/uploads/2018/10/NevadaResults1.pdf,538,FALSE,DEM,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,48,0.01536170213,0.5106382979,52.6,0.526
56293,537,Vox Populi Polling,,,Vox Populi Polling,372,Vox Populi Polling,A/B,Online,Nevada,10/13/2018,10/15/2018,22,,,,90472,614,lv,,lv,,https://voxpoppolling.com/wp-content/uploads/2018/10/NV-Statewide-Survey-Topline-Results-October-2018.pdf,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,51,0.016,0.51,52.6,0.526
56204,1102,Emerson College Polling Society,,,Emerson College,88,Emerson College,A-,IVR/Online,Nevada,10/10/2018,10/12/2018,25,,,,90265,625,lv,,lv,,https://www.emerson.edu/news-events/emerson-college-today/two-emerson-e-polls-republicans-edge-us-senate-governor-races-nevada-new-hampshire-races-come-focus,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,41.4,0.0634301676,0.4625698324,52.6,0.526
56123,1424,Siena College/NYT Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,Nevada,10/8/2018,10/10/2018,27,,,,90080,642,lv,,lv,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-nvsen-2.html,538|NytSiena,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,44.84,0.0371740979,0.4888259021,52.6,0.526
56123,1424,Siena College/NYT Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,Nevada,10/8/2018,10/10/2018,27,,,,90081,642,rv,,rv,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-nvsen-2.html,NytSiena,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,45.15,0.01082428115,0.5151757188,52.6,0.526
56115,1205,Marist,132,NBC News,Marist College,183,Marist College,A,Live Phone,Nevada,9/30/2018,10/3/2018,34,,,,90064,780,rv,,rv,,http://media1.s-nbcnews.com/i/today/z_creative/NBCNewsMaristPollNVAnnotatedQuestionnaire1810081312.pdf,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,43,0.03736363636,0.4886363636,52.6,0.526
56115,1205,Marist,132,NBC News,Marist College,183,Marist College,A,Live Phone,Nevada,9/30/2018,10/3/2018,34,,,,90065,574,lv,,lv,,http://media1.s-nbcnews.com/i/today/z_creative/NBCNewsMaristPollNVAnnotatedQuestionnaire1810081312.pdf,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,44,0.03711111111,0.4888888889,52.6,0.526
56115,1205,Marist,132,NBC News,Marist College,183,Marist College,A,Live Phone,Nevada,9/30/2018,10/3/2018,34,,,,90066,780,rv,,rv,,http://media1.s-nbcnews.com/i/today/z_creative/NBCNewsMaristPollNVAnnotatedQuestionnaire1810081312.pdf,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,41,0.03202409639,0.4939759036,52.6,0.526
56115,1205,Marist,132,NBC News,Marist College,183,Marist College,A,Live Phone,Nevada,9/30/2018,10/3/2018,34,,,,90067,574,lv,,lv,,http://media1.s-nbcnews.com/i/today/z_creative/NBCNewsMaristPollNVAnnotatedQuestionnaire1810081312.pdf,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,42,0.03762790698,0.488372093,52.6,0.526
56294,800,Kaiser Family Foundation,,,Kaiser Family Foundation,419,Kaiser Family Foundation,,Live Phone,Nevada,9/19/2018,10/2/2018,35,,,,90474,513,rv,,rv,,http://files.kff.org/attachment/Topline-KFF-Election-Tracking-Poll-Health-Care-in-the-2018-Midterms,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,44,0.03161797753,0.4943820225,52.6,0.526
55956,1361,SSRS,143,CNN,SSRS,297,SSRS,C,,Nevada,9/25/2018,9/29/2018,38,,,,89666,693,lv,,lv,,http://cdn.cnn.com/cnn/2018/images/10/01/rel1_nv.pdf,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,47,0.003777777778,0.5222222222,52.6,0.526
55956,1361,SSRS,143,CNN,SSRS,297,SSRS,C,,Nevada,9/25/2018,9/29/2018,38,,,,89667,851,rv,,rv,,http://cdn.cnn.com/cnn/2018/images/10/01/rel1_nv.pdf,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,43,0.007927710843,0.5180722892,52.6,0.526
54092,241,Ipsos,"711,027",Reuters | U. Virginia Center for Politics,Ipsos,154,Ipsos,B-,Online,Nevada,9/7/2018,9/17/2018,50,,,,87436,1039,lv,,lv,,https://www.ipsos.com/en-us/news-polls/election-data-CA-FL-TX-NV-AZ,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,43,0.04285393258,0.4831460674,52.6,0.526
54092,241,Ipsos,"711,027",Reuters | U. Virginia Center for Politics,Ipsos,154,Ipsos,B-,Online,Nevada,9/7/2018,9/17/2018,50,,,,90203,1914,a,,a,,https://www.ipsos.com/en-us/news-polls/election-data-CA-FL-TX-NV-AZ,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,34,0.01853731343,0.5074626866,52.6,0.526
54050,801,Gravis Marketing,,,Gravis Marketing,124,Gravis Marketing,B,IVR/Online,Nevada,9/11/2018,9/12/2018,55,,,,87187,700,lv,,lv,,https://www.realclearpolitics.com/docs/Nevada_(September_13_2018)_v2.pdf,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,47,0.01513043478,0.5108695652,52.6,0.526
53942,458,Suffolk,542,Reno Gazette-Journal,Suffolk University,323,Suffolk University,B+,Live Phone,Nevada,9/5/2018,9/10/2018,57,,,,86765,500,lv,,lv,,https://www.suffolk.edu/documents/SUPRC/9_11_2018_marginals.pdf,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,41.6,0.02358454106,0.5024154589,52.6,0.526
53785,383,PPP,946,Protect Our Care,Public Policy Polling,263,Public Policy Polling,A-,,Nevada,8/20/2018,8/21/2018,77,,,,86426,528,v,,v,,https://thenevadaindependent.com/article/new-poll-shows-slightly-more-nevadans-than-not-think-heller-should-oppose-kavanaugh/,538,FALSE,DEM,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,48,-0.001472527473,0.5274725275,52.6,0.526
53452,458,Suffolk,542,Reno Gazette-Journal,Suffolk University,323,Suffolk University,B+,,Nevada,7/24/2018,7/29/2018,100,,,,84613,500,lv,,lv,,https://www.suffolk.edu/documents/SUPRC/7_31_2018_marginals.pdf,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,40,0.03217283951,0.4938271605,52.6,0.526
52810,1193,SurveyMonkey,788,Axios,SurveyMonkey,324,SurveyMonkey,C,Online,Nevada,6/11/2018,7/2/2018,127,,,,83454,1097,rv,,rv,,https://drive.google.com/file/d/1bwnfno7ZxLYIQ_B_Iyu08VXDdBJsGQlR/view,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,48,0.009870967742,0.5161290323,52.6,0.526
52810,1193,SurveyMonkey,788,Axios,SurveyMonkey,324,SurveyMonkey,C,Online,Nevada,6/11/2018,7/2/2018,127,,,,86372,993,lv,,lv,,https://drive.google.com/file/d/1aerd3_1pJ276A7rLNRQ_Y3ifiUtSraan/view,538,FALSE,,112,2018,U.S. Senate,0,Class I,11/6/2018,general,FALSE,FALSE,DEM,Rosen,11150,Jacky Rosen,49,0.01558333333,0.5104166667,52.6,0.526
