poll_id,cycle,state,HOUSE OR SENATE?,pollster,sponsors,fte_grade,sample_size,population,methodology,seat_number,seat_name,start_date,end_date,election_date,days before election,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,stage,race_id,answer,candidate_id,candidate_name,candidate_party,pct,two-party %,actual two party %,error,cc
54112,2018,New Jersey,HOUSE ,Monmouth University,,A,365,lv,Live Phone,7,District 7,9/13/2018,9/17/2018,11/6/2018,50,,FALSE,,,FALSE,FALSE,9/20/2018 11:14,general,425,Malinowski,11248,Tom Malinowski,DEM,46,0.516853933,0.5254065041,0.00855257106,New Jersey
54112,2018,New Jersey,HOUSE ,Monmouth University,,A,365,lv,Live Phone,7,District 7,9/13/2018,9/17/2018,11/6/2018,50,,FALSE,,,FALSE,FALSE,9/20/2018 11:14,general,425,Malinowski,11248,Tom Malinowski,DEM,47,0.534090909,0.5254065041,-0.00868440494,New Jersey
52741,2018,New Jersey,HOUSE ,GQR Research (GQRR),,B,500,lv,,7,District 7,6/20/2018,6/25/2018,11/6/2018,134,Tom Malinowski,TRUE,DEM,,FALSE,FALSE,6/28/2018 15:38,general,425,Malinowski,11248,Tom Malinowski,DEM,47,0.510869565,0.5254065041,0.01453693906,New Jersey
56198,2018,New Jersey,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,487,lv,Live Phone,11,District 11,10/13/2018,10/17/2018,11/6/2018,20,,FALSE,,,FALSE,FALSE,10/14/2018 22:19,general,429,Sherrill,11208,Mikie Sherrill,DEM,48.81,0.559811905,0.5743174924,0.01450558741,New Jersey
56198,2018,New Jersey,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,487,rv,Live Phone,11,District 11,10/13/2018,10/17/2018,11/6/2018,20,,FALSE,,,FALSE,FALSE,10/14/2018 22:19,general,429,Sherrill,11208,Mikie Sherrill,DEM,45.24,0.577335375,0.5743174924,-0.00301788259,New Jersey
56100,2018,New Jersey,HOUSE ,Monmouth University,,A,356,lv,Live Phone,11,District 11,10/3/2018,10/7/2018,11/6/2018,30,,FALSE,,,FALSE,FALSE,10/9/2018 12:47,general,429,Sherrill,11208,Mikie Sherrill,DEM,48,0.52173913,0.5743174924,0.05257836241,New Jersey
56100,2018,New Jersey,HOUSE ,Monmouth University,,A,356,lv,Live Phone,11,District 11,10/3/2018,10/7/2018,11/6/2018,30,,FALSE,,,FALSE,FALSE,10/9/2018 12:47,general,429,Sherrill,11208,Mikie Sherrill,DEM,50,0.537634409,0.5743174924,0.03668308341,New Jersey
56100,2018,New Jersey,HOUSE ,Monmouth University,,A,356,lv,Live Phone,11,District 11,10/3/2018,10/7/2018,11/6/2018,30,,FALSE,,,FALSE,FALSE,10/9/2018 12:47,general,429,Sherrill,11208,Mikie Sherrill,DEM,48,0.516129032,0.5743174924,0.05818846041,New Jersey
55950,2018,New Jersey,HOUSE ,National Research Inc.,,A/B,400,lv,Live Phone,11,District 11,9/24/2018,9/27/2018,11/6/2018,40,Jay Webber,TRUE,REP,,FALSE,FALSE,10/1/2018 10:19,general,429,Sherrill,11208,Mikie Sherrill,DEM,46,0.516853933,0.5743174924,0.05746355941,New Jersey
55984,2018,New Jersey,HOUSE ,National Research Inc.,,A/B,400,lv,Live Phone,11,District 11,7/18/2018,7/22/2018,11/6/2018,107,Jay Webber,TRUE,REP,,FALSE,FALSE,10/2/2018 14:03,general,429,Sherrill,11208,Mikie Sherrill,DEM,42,0.538461538,0.5743174924,0.03585595441,New Jersey
52707,2018,New Jersey,HOUSE ,Monmouth University,,A,406,v,Live Phone,11,District 11,6/22/2018,6/25/2018,11/6/2018,134,,FALSE,,,FALSE,FALSE,6/27/2018 16:15,general,429,Sherrill,11208,Mikie Sherrill,DEM,40,0.512820513,0.5743174924,0.06149697941,New Jersey
52707,2018,New Jersey,HOUSE ,Monmouth University,,A,339,lv,Live Phone,11,District 11,6/22/2018,6/25/2018,11/6/2018,134,,FALSE,,,FALSE,FALSE,6/27/2018 16:15,general,429,Sherrill,11208,Mikie Sherrill,DEM,44,0.526946108,0.5743174924,0.04737138441,New Jersey
52707,2018,New Jersey,HOUSE ,Monmouth University,,A,339,lv,Live Phone,11,District 11,6/22/2018,6/25/2018,11/6/2018,134,,FALSE,,,FALSE,FALSE,6/27/2018 16:15,general,429,Sherrill,11208,Mikie Sherrill,DEM,45,0.535714286,0.5743174924,0.03860320641,New Jersey
56732,2018,New Mexico,HOUSE ,Research & Polling Inc.,Albuquerque Journal,A,419,lv,Live Phone,1,District 1,10/26/2018,11/1/2018,11/6/2018,5,,FALSE,,,FALSE,FALSE,11/4/2018 1:54,general,431,Haaland,11242,Debra A. Haaland,DEM,50,0.568181818,0.591,0.022818182,New Mexico
56642,2018,New Mexico,HOUSE ,Carroll Strategies,KOB-TV (Albuquerque),C/D,452,lv,IVR,1,District 1,10/29/2018,10/29/2018,11/6/2018,8,,FALSE,,,FALSE,FALSE,11/1/2018 13:35,general,431,Haaland,11242,Debra A. Haaland,DEM,51.3,0.541710665,0.591,0.049289335,New Mexico
56508,2018,New Mexico,HOUSE ,Emerson College,,A-,327,lv,IVR/Online,1,District 1,10/24/2018,10/26/2018,11/6/2018,11,,FALSE,,,FALSE,FALSE,10/29/2018 8:58,general,431,Haaland,11242,Debra A. Haaland,DEM,51.4,0.55387931,0.591,0.03712069,New Mexico
54047,2018,New Mexico,HOUSE ,Research & Polling Inc.,Albuquerque Journal,A,410,lv,Live Phone,1,District 1,9/7/2018,9/13/2018,11/6/2018,54,,FALSE,,,FALSE,FALSE,9/17/2018 8:20,general,431,Haaland,11242,Debra A. Haaland,DEM,49,0.544444444,0.591,0.046555556,New Mexico
52627,2018,New Mexico,HOUSE ,Carroll Strategies,,C/D,419,lv,,1,District 1,6/15/2018,6/16/2018,11/6/2018,143,,FALSE,,,FALSE,FALSE,6/27/2018 21:07,general,431,Haaland,11242,Debra A. Haaland,DEM,47,0.523968785,0.591,0.067031215,New Mexico
56732,2018,New Mexico,HOUSE ,Research & Polling Inc.,Albuquerque Journal,A,413,lv,Live Phone,2,District 2,10/26/2018,11/1/2018,11/6/2018,5,,FALSE,,,FALSE,FALSE,11/4/2018 1:54,general,432,Torres Small,11232,Xochitl Torres Small,DEM,45,0.494505495,0.591,0.096494505,New Mexico
56642,2018,New Mexico,HOUSE ,Carroll Strategies,KOB-TV (Albuquerque),C/D,338,lv,IVR,2,District 2,10/29/2018,10/29/2018,11/6/2018,8,,FALSE,,,FALSE,FALSE,11/1/2018 13:35,general,432,Torres Small,11232,Xochitl Torres Small,DEM,42,0.471910112,0.591,0.119089888,New Mexico
56508,2018,New Mexico,HOUSE ,Emerson College,,A-,278,lv,IVR/Online,2,District 2,10/24/2018,10/26/2018,11/6/2018,11,,FALSE,,,FALSE,FALSE,10/29/2018 8:58,general,432,Torres Small,11232,Xochitl Torres Small,DEM,47.2,0.50212766,0.591,0.08887234,New Mexico
56337,2018,New Mexico,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,522,lv,Live Phone,2,District 2,10/19/2018,10/23/2018,11/6/2018,14,,FALSE,,,FALSE,FALSE,10/21/2018 18:05,general,432,Torres Small,11232,Xochitl Torres Small,DEM,44.45,0.49966277,0.591,0.09133723,New Mexico
56337,2018,New Mexico,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,522,rv,Live Phone,2,District 2,10/19/2018,10/23/2018,11/6/2018,14,,FALSE,,,FALSE,FALSE,10/21/2018 18:05,general,432,Torres Small,11232,Xochitl Torres Small,DEM,43.38,0.521833273,0.591,0.069166727,New Mexico
56053,2018,New Mexico,HOUSE ,Tarrance Group,,B+,400,lv,,2,District 2,9/30/2018,10/2/2018,11/6/2018,35,Yvette Herrell,TRUE,REP,,FALSE,FALSE,10/5/2018 15:18,general,432,Torres Small,11232,Xochitl Torres Small,DEM,45,0.478723404,0.591,0.112276596,New Mexico
54043,2018,New Mexico,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,503,lv,Live Phone,2,District 2,9/13/2018,9/18/2018,11/6/2018,49,,FALSE,,,FALSE,FALSE,9/15/2018 22:41,general,432,Torres Small,11232,Xochitl Torres Small,DEM,45.56,0.504038057,0.591,0.086961943,New Mexico
54043,2018,New Mexico,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,503,rv,Live Phone,2,District 2,9/13/2018,9/18/2018,11/6/2018,49,,FALSE,,,FALSE,FALSE,9/15/2018 22:41,general,432,Torres Small,11232,Xochitl Torres Small,DEM,44.77,0.51447943,0.591,0.07652057,New Mexico
54047,2018,New Mexico,HOUSE ,Research & Polling Inc.,Albuquerque Journal,A,405,lv,Live Phone,2,District 2,9/7/2018,9/13/2018,11/6/2018,54,,FALSE,,,FALSE,FALSE,9/17/2018 8:20,general,432,Torres Small,11232,Xochitl Torres Small,DEM,41,0.460674157,0.591,0.130325843,New Mexico
52627,2018,New Mexico,HOUSE ,Carroll Strategies,,C/D,334,lv,,2,District 2,6/15/2018,6/16/2018,11/6/2018,143,,FALSE,,,FALSE,FALSE,6/27/2018 21:07,general,432,Torres Small,11232,Xochitl Torres Small,DEM,34.7,0.417067308,0.591,0.173932692,New Mexico
52727,2018,New Mexico,HOUSE ,DCCC Targeting and Analytics Department,DCCC,B/C,456,rv,IVR/Live Phone,2,District 2,6/6/2018,6/11/2018,11/6/2018,148,,TRUE,DEM,,FALSE,FALSE,6/27/2018 18:51,general,432,Torres Small,11232,Xochitl Torres Small,DEM,43,0.488636364,0.591,0.102363636,New Mexico
56642,2018,New Mexico,HOUSE ,Carroll Strategies,KOB-TV (Albuquerque),C/D,410,lv,IVR,3,District 3,10/29/2018,10/29/2018,11/6/2018,8,,FALSE,,,FALSE,FALSE,11/1/2018 13:35,general,433,Lujan,11244,Ben Ray Luján,DEM,57.3,0.636666667,0.634,-0.002666667,New Mexico
56508,2018,New Mexico,HOUSE ,Emerson College,,A-,331,lv,IVR/Online,3,District 3,10/24/2018,10/26/2018,11/6/2018,11,,FALSE,,,FALSE,FALSE,10/29/2018 8:58,general,433,Lujan,11244,Ben Ray Luján,DEM,54.2,0.592997812,0.634,0.041002188,New Mexico
52627,2018,New Mexico,HOUSE ,Carroll Strategies,,C/D,446,lv,,3,District 3,6/15/2018,6/16/2018,11/6/2018,143,,FALSE,,,FALSE,FALSE,6/27/2018 21:08,general,433,Lujan,11244,Ben Ray Luján,DEM,58.1,0.659477866,0.634,-0.025477866,New Mexico
56778,2018,Nevada,HOUSE ,Emerson College,,A-,238,lv,IVR/Online,1,District 1,11/1/2018,11/4/2018,11/6/2018,2,,FALSE,,,FALSE,FALSE,11/5/2018 10:03,general,434,Titus,11879,Dina Titus,DEM,58.3,0.673210162,0.682,0.008789838,Nevada
56204,2018,Nevada,HOUSE ,Emerson College,,A-,121,lv,IVR/Online,1,District 1,10/10/2018,10/12/2018,11/6/2018,25,,FALSE,,,FALSE,FALSE,10/15/2018 9:40,general,434,Titus,11879,Dina Titus,DEM,50.2,0.715099715,0.682,-0.033099715,Nevada
56778,2018,Nevada,HOUSE ,Emerson College,,A-,365,lv,IVR/Online,2,District 2,11/1/2018,11/4/2018,11/6/2018,2,,FALSE,,,FALSE,FALSE,11/5/2018 10:03,general,435,Koble,11881,Clint Koble,DEM,36.9,0.390889831,0.418,0.027110169,Nevada
56204,2018,Nevada,HOUSE ,Emerson College,,A-,169,lv,IVR/Online,2,District 2,10/10/2018,10/12/2018,11/6/2018,25,,FALSE,,,FALSE,FALSE,10/15/2018 9:40,general,435,Koble,11881,Clint Koble,DEM,16.2,0.41221374,0.418,0.00578626,Nevada
56778,2018,Nevada,HOUSE ,Emerson College,,A-,332,lv,IVR/Online,3,District 3,11/1/2018,11/4/2018,11/6/2018,2,,FALSE,,,FALSE,FALSE,11/5/2018 10:03,general,436,Lee,11883,Susie Lee,DEM,50.6,0.55,0.548,-0.002,Nevada
56204,2018,Nevada,HOUSE ,Emerson College,,A-,178,lv,IVR/Online,3,District 3,10/10/2018,10/12/2018,11/6/2018,25,,FALSE,,,FALSE,FALSE,10/15/2018 9:40,general,436,Lee,11883,Susie Lee,DEM,40.7,0.510664994,0.548,0.037335006,Nevada
56778,2018,Nevada,HOUSE ,Emerson College,,A-,263,lv,IVR/Online,4,District 4,11/1/2018,11/4/2018,11/6/2018,2,,FALSE,,,FALSE,FALSE,11/5/2018 10:03,general,437,Horsford,11885,Steven Horsford,DEM,48,0.520607375,0.543,0.022392625,Nevada
56204,2018,Nevada,HOUSE ,Emerson College,,A-,157,lv,IVR/Online,4,District 4,10/10/2018,10/12/2018,11/6/2018,25,,FALSE,,,FALSE,FALSE,10/15/2018 9:40,general,437,Horsford,11885,Steven Horsford,DEM,35.8,0.512160229,0.543,0.030839771,Nevada
56179,2018,Nevada,HOUSE ,Moore Information,NRCC,B/C,400,lv,,4,District 4,10/3/2018,10/8/2018,11/6/2018,29,Cresent Hardy,TRUE,REP,,FALSE,FALSE,10/12/2018 9:57,general,437,Horsford,11885,Steven Horsford,DEM,37,0.474358974,0.543,0.068641026,Nevada
53648,2018,Nevada,HOUSE ,Moore Information,NRCC,B/C,400,lv,,4,District 4,8/4/2018,8/7/2018,11/6/2018,91,Cresent Hardy,TRUE,REP,,FALSE,FALSE,8/17/2018 16:05,general,437,Horsford,11885,Steven Horsford,DEM,41,0.5,0.543,0.043,Nevada
53688,2018,Nevada,HOUSE ,Global Strategy Group,,B/C,500,lv,,4,District 4,7/17/2018,7/22/2018,11/6/2018,107,Steven Horsford,TRUE,DEM,,FALSE,FALSE,8/21/2018 11:59,general,437,Horsford,11885,Steven Horsford,DEM,42,0.567567568,0.543,-0.024567568,Nevada
53688,2018,Nevada,HOUSE ,Global Strategy Group,,B/C,500,lv,,4,District 4,7/17/2018,7/22/2018,11/6/2018,107,Steven Horsford,TRUE,DEM,,FALSE,FALSE,8/21/2018 11:59,general,437,Horsford,11885,Steven Horsford,DEM,49,0.550561798,0.543,-0.007561798,Nevada
53598,2018,Nevada,HOUSE ,DCCC Targeting and Analytics Department,DCCC,B/C,400,rv,IVR/Live Phone,4,District 4,1/5/2018,1/9/2018,11/6/2018,301,,TRUE,DEM,,FALSE,FALSE,8/13/2018 21:10,general,437,Horsford,11885,Steven Horsford,DEM,42,0.53164557,0.543,0.01135443,Nevada
56527,2018,New York,HOUSE ,Change Research,,B-,838,lv,Online,1,District 1,10/27/2018,10/29/2018,11/6/2018,8,,FALSE,,,FALSE,FALSE,10/30/2018 0:15,general,438,Gershon,11887,Perry Gershon,DEM,37,0.415730337,0.479,0.063269663,New York
56183,2018,New York,HOUSE ,GBAO,,B/C,500,lv,,1,District 1,10/8/2018,10/10/2018,11/6/2018,27,Perry Gershon,TRUE,DEM,,FALSE,FALSE,10/12/2018 16:26,general,438,Gershon,11887,Perry Gershon,DEM,46.2,0.482758621,0.479,-0.003758621,New York
56068,2018,New York,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,502,lv,Live Phone,1,District 1,10/4/2018,10/8/2018,11/6/2018,29,,FALSE,,,FALSE,FALSE,10/6/2018 11:07,general,438,Gershon,11887,Perry Gershon,DEM,41.08,0.455230496,0.479,0.023769504,New York
56068,2018,New York,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,502,rv,Live Phone,1,District 1,10/4/2018,10/8/2018,11/6/2018,29,,FALSE,,,FALSE,FALSE,10/6/2018 11:07,general,438,Gershon,11887,Perry Gershon,DEM,37.05,0.441176471,0.479,0.037823529,New York
54144,2018,New York,HOUSE ,Global Strategy Group,Taking Action Suffolk County,B/C,400,lv,Live Phone,1,District 1,9/11/2018,9/17/2018,11/6/2018,50,,FALSE,DEM,,FALSE,FALSE,9/21/2018 9:23,general,438,Gershon,11887,Perry Gershon,DEM,44,0.483516484,0.479,-0.004516484,New York
56476,2018,New York,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,495,lv,Live Phone,11,District 11,10/23/2018,10/27/2018,11/6/2018,10,,FALSE,,,FALSE,FALSE,10/25/2018 23:27,general,448,Rose,11891,Max Rose,DEM,40.49,0.480365405,0.532,0.051634595,New York
56476,2018,New York,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,495,rv,Live Phone,11,District 11,10/23/2018,10/27/2018,11/6/2018,10,,FALSE,,,FALSE,FALSE,10/25/2018 23:27,general,448,Rose,11891,Max Rose,DEM,39.25,0.513206067,0.532,0.018793933,New York
56247,2018,New York,HOUSE ,Public Policy Polling,End Citizens United,A-,509,v,,11,District 11,9/4/2018,9/5/2018,11/6/2018,62,,FALSE,DEM,,FALSE,FALSE,10/16/2018 16:17,general,448,Rose,11891,Max Rose,DEM,39,0.453488372,0.532,0.078511628,New York
56693,2018,New York,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,505,lv,Live Phone,19,District 19,11/1/2018,11/4/2018,11/6/2018,2,,FALSE,,,FALSE,FALSE,11/2/2018 22:36,general,456,Delgado,11228,Antonio Delgado,DEM,43.28,0.509896324,0.527,0.017103676,New York
56693,2018,New York,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,505,rv,Live Phone,19,District 19,11/1/2018,11/4/2018,11/6/2018,2,,FALSE,,,FALSE,FALSE,11/2/2018 22:36,general,456,Delgado,11228,Antonio Delgado,DEM,39.44,0.506355116,0.527,0.020644884,New York
56621,2018,New York,HOUSE ,SurveyUSA,WNYT-TV,A,609,lv,IVR/Online,19,District 19,10/26/2018,10/29/2018,11/6/2018,8,,FALSE,,,FALSE,FALSE,10/31/2018 19:51,general,456,Delgado,11228,Antonio Delgado,DEM,44,0.5,0.527,0.027,New York
56540,2018,New York,HOUSE ,Monmouth University,,A,372,lv,Live Phone,19,District 19,10/24/2018,10/28/2018,11/6/2018,9,,FALSE,,,FALSE,FALSE,10/30/2018 7:56,general,456,Delgado,11228,Antonio Delgado,DEM,49,0.52688172,0.527,0.00011828,New York
56540,2018,New York,HOUSE ,Monmouth University,,A,372,lv,Live Phone,19,District 19,10/24/2018,10/28/2018,11/6/2018,9,,FALSE,,,FALSE,FALSE,10/30/2018 7:57,general,456,Delgado,11228,Antonio Delgado,DEM,51,0.542553191,0.527,-0.015553191,New York
56540,2018,New York,HOUSE ,Monmouth University,,A,372,lv,Live Phone,19,District 19,10/24/2018,10/28/2018,11/6/2018,9,,FALSE,,,FALSE,FALSE,10/30/2018 7:57,general,456,Delgado,11228,Antonio Delgado,DEM,48,0.510638298,0.527,0.016361702,New York
56341,2018,New York,HOUSE ,Siena College,Spectrum News,A,500,lv,Live Phone,19,District 19,10/12/2018,10/16/2018,11/6/2018,21,,FALSE,,,FALSE,FALSE,10/22/2018 8:37,general,456,Delgado,11228,Antonio Delgado,DEM,43,0.494252874,0.527,0.032747126,New York
53968,2018,New York,HOUSE ,Monmouth University,,A,401,v,Live Phone,19,District 19,9/6/2018,9/10/2018,11/6/2018,57,,FALSE,,,FALSE,FALSE,9/12/2018 12:06,general,456,Delgado,11228,Antonio Delgado,DEM,45,0.511363636,0.527,0.015636364,New York
53968,2018,New York,HOUSE ,Monmouth University,,A,327,lv,Live Phone,19,District 19,9/6/2018,9/10/2018,11/6/2018,57,,FALSE,,,FALSE,FALSE,9/12/2018 12:06,general,456,Delgado,11228,Antonio Delgado,DEM,48,0.516129032,0.527,0.010870968,New York
53968,2018,New York,HOUSE ,Monmouth University,,A,327,lv,Live Phone,19,District 19,9/6/2018,9/10/2018,11/6/2018,57,,FALSE,,,FALSE,FALSE,9/12/2018 12:06,general,456,Delgado,11228,Antonio Delgado,DEM,49,0.532608696,0.527,-0.005608696,New York
53807,2018,New York,HOUSE ,Siena College,Spectrum News,A,501,lv,Live Phone,19,District 19,8/20/2018,8/26/2018,11/6/2018,72,,FALSE,,,FALSE,FALSE,8/30/2018 22:18,general,456,Delgado,11228,Antonio Delgado,DEM,40,0.470588235,0.527,0.056411765,New York
53617,2018,New York,HOUSE ,IMGE Insights,,B/C,400,rv,,19,District 19,7/9/2018,7/12/2018,11/6/2018,117,,FALSE,,,FALSE,FALSE,8/14/2018 14:02,general,456,Delgado,11228,Antonio Delgado,DEM,44,0.47311828,0.527,0.05388172,New York
52823,2018,New York,HOUSE ,DCCC Targeting and Analytics Department,DCCC,B/C,545,lv,,19,District 19,6/27/2018,6/28/2018,11/6/2018,131,,TRUE,DEM,,FALSE,FALSE,7/11/2018 10:59,general,456,Delgado,11228,Antonio Delgado,DEM,49,0.538461538,0.527,-0.011461538,New York
56422,2018,New York,HOUSE ,TargetPoint,REP (partisan),B/C,491,lv,,21,District 21,10/14/2018,10/16/2018,11/6/2018,21,,FALSE,REP,,FALSE,FALSE,10/24/2018 10:18,general,458,Cobb,11910,Tedra Cobb,DEM,40,0.444444444,0.43,-0.014444444,New York
56693,2018,New York,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,506,lv,Live Phone,22,District 22,11/1/2018,11/4/2018,11/6/2018,2,,FALSE,,,FALSE,FALSE,11/2/2018 22:36,general,459,Brindisi,11234,Anthony J. Brindisi,DEM,44.95,0.494880546,0.509,0.014119454,New York
56693,2018,New York,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,506,rv,Live Phone,22,District 22,11/1/2018,11/4/2018,11/6/2018,2,,FALSE,,,FALSE,FALSE,11/2/2018 22:36,general,459,Brindisi,11234,Anthony J. Brindisi,DEM,40.09,0.466000232,0.509,0.042999768,New York
56443,2018,New York,HOUSE ,Siena College,Spectrum News | Syracuse.com,A,501,lv,Live Phone,22,District 22,10/15/2018,10/18/2018,11/6/2018,19,,FALSE,,,FALSE,FALSE,10/24/2018 17:42,general,459,Brindisi,11234,Anthony J. Brindisi,DEM,46,0.505494505,0.509,0.003505495,New York
56229,2018,New York,HOUSE ,The Polling Company Inc.,Citizens United Political Victory Fund,B/C,400,lv,,22,District 22,10/12/2018,10/13/2018,11/6/2018,24,,FALSE,REP,,FALSE,FALSE,10/16/2018 7:54,general,459,Brindisi,11234,Anthony J. Brindisi,DEM,42,0.456521739,0.509,0.052478261,New York
53807,2018,New York,HOUSE ,Siena College,Spectrum News,A,499,lv,Live Phone,22,District 22,8/20/2018,8/26/2018,11/6/2018,72,,FALSE,,,FALSE,FALSE,8/29/2018 21:31,general,459,Brindisi,11234,Anthony J. Brindisi,DEM,46,0.511111111,0.509,-0.002111111,New York
52758,2018,New York,HOUSE ,Zogby Interactive/JZ Analytics,,B-,358,lv,Online,22,District 22,4/23/2018,4/27/2018,11/6/2018,193,,FALSE,,,FALSE,FALSE,6/26/2018 20:00,general,459,Brindisi,11234,Anthony J. Brindisi,DEM,55,0.55,0.509,-0.041,New York
52728,2018,New York,HOUSE ,GQR Research (GQRR),,B,500,lv,Live Phone,22,District 22,3/8/2018,3/12/2018,11/6/2018,239,Anthony J. Brindisi,TRUE,DEM,,FALSE,FALSE,6/27/2018 18:52,general,459,Brindisi,11234,Anthony J. Brindisi,DEM,50,0.531914894,0.509,-0.022914894,New York
52751,2018,New York,HOUSE ,Public Policy Polling,Patriot Majority USA,A-,599,v,,22,District 22,11/9/2017,11/10/2017,11/6/2018,361,,FALSE,DEM,,FALSE,FALSE,6/26/2018 20:00,general,459,Brindisi,11234,Anthony J. Brindisi,DEM,47,0.534090909,0.509,-0.025090909,New York
52750,2018,New York,HOUSE ,DCCC Targeting and Analytics Department,DCCC,B/C,561,lv,IVR/Live Phone,22,District 22,10/10/2017,10/10/2017,11/6/2018,392,,TRUE,DEM,,FALSE,FALSE,6/26/2018 20:00,general,459,Brindisi,11234,Anthony J. Brindisi,DEM,45,0.511363636,0.509,-0.002363636,New York
56475,2018,New York,HOUSE ,Change Research,,B-,510,lv,Online,23,District 23,10/23/2018,10/24/2018,11/6/2018,13,Tracy Mitrano,TRUE,DEM,,FALSE,FALSE,10/25/2018 20:05,general,460,Mitrano,11912,Tracy Mitrano,DEM,47,0.489583333,0.458,-0.031583333,New York
56495,2018,New York,HOUSE ,Siena College,Spectrum News | Syracuse.com,A,500,lv,Live Phone,24,District 24,10/18/2018,10/22/2018,11/6/2018,15,,FALSE,,,FALSE,FALSE,10/28/2018 0:43,general,461,Balter,11378,Dana Balter,DEM,39,0.423913043,0.474,0.050086957,New York
53786,2018,New York,HOUSE ,Siena College,,A,513,lv,,24,District 24,8/20/2018,8/23/2018,11/6/2018,75,,FALSE,,,FALSE,FALSE,8/27/2018 20:57,general,461,Balter,11378,Dana Balter,DEM,39,0.419354839,0.474,0.054645161,New York
53471,2018,New York,HOUSE ,Public Policy Polling,Speak Out Central New York,A-,785,v,IVR,24,District 24,7/26/2018,7/27/2018,11/6/2018,102,,FALSE,DEM,,FALSE,FALSE,8/2/2018 10:52,general,461,Balter,11378,Dana Balter,DEM,47,0.522222222,0.474,-0.048222222,New York
56271,2018,New York,HOUSE ,Siena College,Spectrum News,A,465,lv,Live Phone,25,District 25,10/4/2018,10/8/2018,11/6/2018,29,,FALSE,,,FALSE,FALSE,10/17/2018 8:46,general,462,Morelle,11914,Joseph Morelle,DEM,53,0.595505618,0.59,-0.005505618,New York
53702,2018,New York,HOUSE ,Siena College,Spectrum News,A,500,lv,Live Phone,25,District 25,8/15/2018,8/19/2018,11/6/2018,79,,FALSE,,,FALSE,FALSE,8/21/2018 23:52,general,462,Morelle,11914,Joseph Morelle,DEM,55,0.639534884,0.59,-0.049534884,New York
56627,2018,New York,HOUSE ,Dixie Strategies,WHEC-TV,B/C,801,lv,IVR/Live Phone,27,District 27,10/29/2018,10/30/2018,11/6/2018,7,,FALSE,,,FALSE,FALSE,11/2/2018 0:20,general,464,McMurray,11918,Nate McMurray,DEM,38.08,0.456594724,0.498,0.041405276,New York
56491,2018,New York,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,501,lv,Live Phone,27,District 27,10/24/2018,10/29/2018,11/6/2018,8,,FALSE,,,FALSE,FALSE,10/26/2018 22:10,general,464,McMurray,11918,Nate McMurray,DEM,39.87,0.473909426,0.498,0.024090574,New York
56491,2018,New York,HOUSE ,Siena College/The New York Times Upshot,New York Times,A+,501,rv,Live Phone,27,District 27,10/24/2018,10/29/2018,11/6/2018,8,,FALSE,,,FALSE,FALSE,10/26/2018 22:10,general,464,McMurray,11918,Nate McMurray,DEM,41.15,0.494531907,0.498,0.003468093,New York
56516,2018,New York,HOUSE ,Tulchin Research,,B/C,400,lv,Live Phone,27,District 27,10/25/2018,10/28/2018,11/6/2018,9,Nate McMurray,TRUE,DEM,,FALSE,FALSE,10/29/2018 14:51,general,464,McMurray,11918,Nate McMurray,DEM,47,0.522222222,0.498,-0.024222222,New York
56227,2018,New York,HOUSE ,Siena College,Spectrum News,A,490,lv,Live Phone,27,District 27,10/6/2018,10/11/2018,11/6/2018,26,,FALSE,,,FALSE,FALSE,10/16/2018 7:54,general,464,McMurray,11918,Nate McMurray,DEM,43,0.483146067,0.498,0.014853933,New York
56156,2018,New York,HOUSE ,Tulchin Research,,B/C,400,lv,Live Phone,27,District 27,10/6/2018,10/8/2018,11/6/2018,29,Nate McMurray,TRUE,DEM,,FALSE,FALSE,10/11/2018 11:01,general,464,McMurray,11918,Nate McMurray,DEM,42,0.5,0.498,-0.002,New York
53634,2018,New York,HOUSE ,Clout Research/Wenzel Strategies,,B/C,338,lv,,27,District 27,8/13/2018,8/13/2018,11/6/2018,85,,FALSE,,,FALSE,FALSE,8/15/2018 19:01,general,464,McMurray,11918,Nate McMurray,DEM,33.5,0.3859447,0.498,0.1120553,New York
53634,2018,New York,HOUSE ,Clout Research/Wenzel Strategies,,B/C,338,lv,,27,District 27,8/13/2018,8/13/2018,11/6/2018,85,,FALSE,,,FALSE,FALSE,8/15/2018 19:01,general,464,McMurray,11918,Nate McMurray,DEM,35.8,0.423668639,0.498,0.074331361,New York
